name,booth,hall,profile_url,website,domain,all_urls,social_links,description,categories,email,phone,scraped_at,data_quality_score,location_raw_address,location_street,location_city,location_state,location_postal,location_country,location_country_code,location_lat,location_lng,location_accuracy
CONTROP USA INC.,6915,Hall DE,https://maps.goeshow.com/ausa/annual/2025/6864EA55-C48B-EF11-8109-89D6F48D9B9D,https://www.contropusa.com,www.contropusa.com,"['https://www.linkedin.com/company/linkedin.com/in/CONTROP-USA Inc.', 'https://www.contropusa.com']",{'linkedin': 'https://www.linkedin.com/company/linkedin.com/in/CONTROP-USA Inc.'},"CONTROP-USA Inc. provides Electro-Optical Infrared (EO/IR) systems, payloads, and sensors to United States Government Program Offices and End Users.",[],,,2025-08-25 15:37:33,0.8,"
20501 Seneca Meadows Parkway
Suite 135
Germantown, MD 20876",,Germantown,MD,20876,United States,US,39.1712341,-77.2655648,geocoded
Coursera,1767,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/690704DC-D14A-F011-8109-89D6F48D9B9D,,,[],{},,[],,,2025-08-25 15:37:39,0.5," 1767
Contact Info
Lindsay Renee

Coursera
11493 Sunset Hills Rd
Reston, VA 20190",11493 Sunset Hills Rd,Reston,VA,20190,United States,US,38.9504142,-77.344387,geocoded
CoVar,3954,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/0CE62BD8-C88B-EF11-8109-89D6F48D9B9D,https://covar.com/,covar.com,"['https://www.linkedin.com/company/https://www.linkedin.com/company/covar-llc/', 'https://covar.com/']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/covar-llc/'},"CoVar provides trusted AI/ML Solutions for the Department of Defense. We work with our customers to develop and deploy cutting-edge algorithms on modern sensors. From data ingestion, labeling, and metric definition through network training, algorithm design, and real-time SWAP-limited implementation, CoVar is your go-to advanced algorithm development partner.",[],,,2025-08-25 15:37:44,0.8,"

Contact Info
Rebecca Kalika

CoVar
1765 Greensboro Station Place
Suite 900
McLean, VA 22102",,McLean,VA,22102,United States,US,38.9366852,-77.185843,geocoded
Crane Aerospace & Electronics,2167,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/437DD7D1-F88A-EF11-8109-89D6F48D9B9D,https://www.craneae.com/,www.craneae.com,"['https://www.facebook.com/https://www.facebook.com/CraneAE/', 'https://twitter.com/https://twitter.com/CraneAE', 'https://www.linkedin.com/company/https://linkedin.com/company/CraneAE', 'https://www.craneae.com/']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/CraneAE/', 'twitter': 'https://twitter.com/https://twitter.com/CraneAE', 'linkedin': 'https://www.linkedin.com/company/https://linkedin.com/company/CraneAE'}","Crane Aerospace & Electronics is a leading supplier of rugged, reliable power conversion, thermal management, microwave, sensing, and landing system solutions for the defense industry. From supporting the coming era of military vehicle electrification to advanced AESA radars, missiles and LEO assets, count on Crane to deliver innovative solutions.",[],,,2025-08-25 15:37:49,0.8," Electronics
16700 13th Avenue West
Lynnwood, WA 98037",16700 13th Avenue,Lynnwood,WA,98037,United States,US,47.846586,-122.252562,geocoded
Critical Infrastructure Technologies,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/309A6A23-3D3C-F011-8109-89D6F48D9B9D,,,[],{},"We create autonomous, high capacity, rapidly deployable technology that delivers essential services to where they are needed most, targeting the defense, mining, emergency services and border security/surveillance sectors.",[],,,2025-08-25 15:37:57,0.5,,,,,,United States,US,39.7837304,-100.445882,geocoded
Critical Objectives LLC,445,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/D5FE6320-26A8-EF11-8109-89D6F48D9B9D,https://www.criticalobjectives.com,www.criticalobjectives.com,['https://www.criticalobjectives.com'],{},,[],,,2025-08-25 15:38:01,0.7,"
Contact Info
Eric Kasper
Partner

Critical Objectives LLC
135 Washington Avenue
Grand Haven, MI 49417",135 Washington Avenue,Grand Haven,MI,49417,United States,US,43.0643402,-86.2319976,geocoded
"Crystal Group, Inc.",2115,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/2F39E2AB-388A-EF11-8107-E02365054D38,https://crystalrugged.com,crystalrugged.com,"['https://www.facebook.com/facebook.com/https://www.facebook.com/CrystalGroupRugged/', 'https://twitter.com/twitter.com/https://twitter.com/CrystalGroup', 'https://www.instagram.com/instagram.com/https://www.instagram.com/crystalgrouprugged/', 'https://www.linkedin.com/company/linkedin.com/in/https://www.linkedin.com/company/crystal-group/', 'https://crystalrugged.com']","{'facebook': 'https://www.facebook.com/facebook.com/https://www.facebook.com/CrystalGroupRugged/', 'twitter': 'https://twitter.com/twitter.com/https://twitter.com/CrystalGroup', 'instagram': 'https://www.instagram.com/instagram.com/https://www.instagram.com/crystalgrouprugged/', 'linkedin': 'https://www.linkedin.com/company/linkedin.com/in/https://www.linkedin.com/company/crystal-group/'}","Crystal Group takes a zero limits approach to building rugged tech solutions custom-tailored for your operational needs. We say yes to challenges others shy away from, equipping you with the confidence and predictable performance you need to thrive in the world's most unforgiving environments.",[],,,2025-08-25 15:38:08,0.8,"
855 Metzger Drive
Hiawatha, IA 52233",855 Metzger Drive,Hiawatha,IA,52233,United States,US,42.0556914,-91.6816718,geocoded
"CTG, a Division of Blue Raven Solutions",1713,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/28CAEF77-268A-EF11-8107-E02365054D38,,,[],{},"CTG, a Division of Blue Raven Solutions, delivers technology-driven, scalable supply chain solutions to the Army and the broader aerospace and defense industry. Our comprehensive support spans the entire platform lifecycle, from consumables and spares to obsolescence and lifecycle sustainment, ensuring Army systems and fleets remain mission-ready, operational, and safe.",[],,,2025-08-25 15:38:13,0.6," a Division of Blue Raven Solutions
1500 Mount Kemble Avenue
Suite 139
Morristown, NJ 07960",,Morristown,NJ,07960,United States,US,40.7970382,-74.4809868,geocoded
Cubic Defense,7117,Hall DE,https://maps.goeshow.com/ausa/annual/2025/A7F60EE8-238A-EF11-8107-E02365054D38,https://www.cubic.com/defense,www.cubic.com,"['https://www.linkedin.com/company/https://www.linkedin.com/company/cubicdefense/', 'https://www.cubic.com/defense']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/cubicdefense/'},"Cubic Defense delivers a decisive advantage with mission inspired solutions that enable assured data access, converged digital intelligence and superior warfighting readiness. Join us in Halls D & E, booth #7117, to learn Cubic can help sustain the advantage for the pacing peer fight.",[],,,2025-08-25 15:38:20,0.8,"

Contact Info
Gary Serda

Cubic Defense
9233 Balboa Avenue
San Diego, CA 92123",9233 Balboa Avenue,San Diego,CA,92123,United States,US,32.8217025,-117.1303566,geocoded
Cummins,6319,Hall DE,https://maps.goeshow.com/ausa/annual/2025/CD107979-7589-EF11-8107-E02365054D38,https://www.cummins.com/,www.cummins.com,"['https://www.facebook.com/https://www.facebook.com/Cummins/', 'https://twitter.com/https://x.com/cummins', 'https://www.instagram.com/https://www.instagram.com/cummins', 'https://www.linkedin.com/company/https://www.linkedin.com/company/cummins-inc/', 'https://www.tiktok.com/@https://www.tiktok.com/@cumminsinc', 'https://www.cummins.com/']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/Cummins/', 'twitter': 'https://twitter.com/https://x.com/cummins', 'instagram': 'https://www.instagram.com/https://www.instagram.com/cummins', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/cummins-inc/'}","Cummins Inc., a global power solutions leader, comprises five business segments supported by its global manufacturing and extensive service and support network, skilled workforce and vast technological expertise. See how Cummins is leading your world toward a future of smarter, cleaner power at www.cummins.com.",[],,,2025-08-25 15:38:27,0.8,"

Contact Info
Ross Kunkler

Cummins
500 Jackson Street
Columbus, IN 47201",500 Jackson Street,Columbus,IN,47201,United States,US,39.2039719,-85.9228837,geocoded
Curtiss-Wright,1509,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/E883AE41-2C8A-EF11-8107-E02365054D38,https://www.curtisswrightds.com,www.curtisswrightds.com,"['https://twitter.com/CurtissWrightDS', 'https://www.linkedin.com/company/Curtiss-Wright Defense Solutions', 'https://www.curtisswrightds.com']","{'twitter': 'https://twitter.com/CurtissWrightDS', 'linkedin': 'https://www.linkedin.com/company/Curtiss-Wright Defense Solutions'}",Curtiss-Wright Defense Solutions is an industry-leading supplier of COTS-based mission-critical modules and system-level products.,[],,,2025-08-25 15:38:33,0.8,"Wright
20130 Lakeview Center Plaza
Suite 200
Ashburn, VA 20147",,Ashburn,VA,20147,United States,US,39.029784,-77.4744148,geocoded
Custom Wheel Solutions LLC,4229,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/AB1E4FE8-2B8B-EF11-8109-89D6F48D9B9D,https://www.cwswheels.com,www.cwswheels.com,['https://www.cwswheels.com'],{},"Custom Wheel Solutions new manufacturing facility in Oak Park, MI, manufactures, engineers, tests, and delivers wheel, tire and runflat assemblies that exceed military standards. Over 100 years of OEM engineering and manufacturing experience applied to lower volume military programs allows CWS to deliver affordable and available wheel/tire assemblies.",[],,,2025-08-25 15:38:39,0.8,"

Contact Info
Dan Lezotte
Owner

Custom Wheel Solutions LLC
13220 Cloverdale Street
Suite A
Oak Park, MI 48237",,Oak Park,MI,48237,United States,US,42.4595317,-83.1821445,geocoded
Cyalume Light Technology,2212,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/6FDD4543-588A-EF11-8107-E02365054D38,https://getcyalume.com/industries/military-chemlights,getcyalume.com,"['https://www.facebook.com/Cyalume', 'https://www.linkedin.com/company/Cyalume Technologies', 'https://getcyalume.com/industries/military-chemlights']","{'facebook': 'https://www.facebook.com/Cyalume', 'linkedin': 'https://www.linkedin.com/company/Cyalume Technologies'}","For over 50 years, Cyalume Technologies has been the world leader in chemical lighting solutions. We have a proven track record of supplying purpose driven chemical lighting tools and munitions to U.S. and NATO military forces. We are proud of our heritage and delivering innovative products built in the USA.",[],,,2025-08-25 15:38:45,0.8,"

Cyalume Light Technology
96 Windsor Street
West Springfield, MA 01089",96 Windsor Street,West Springfield,MA,01089,United States,US,42.095427,-72.6170513,geocoded
Cypher,1767,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/B95F0BFA-D14A-F011-8109-89D6F48D9B9D,,,[],{},,[],,,2025-08-25 15:38:51,0.5," 1767
Contact Info
Lindsay Renee

Cypher
11493 Sunset Hills Rd
Reston, VA 20190",11493 Sunset Hills Rd,Reston,VA,20190,United States,US,38.9504142,-77.344387,geocoded
CZ,7247,Hall DE,https://maps.goeshow.com/ausa/annual/2025/5DE768C8-ED72-F011-8109-89D6F48D9B9D,https://Cz-usa.com,Cz-usa.com,['https://Cz-usa.com'],{},,[],,,2025-08-25 15:38:56,0.7," Box 171073
Kansas City, KS 66117",,Kansas City,KS,66117,United States,US,39.1134562,-94.626497,geocoded
D'Aniello Institute For Veterans and Military Families at Syracuse,532,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/D93E7E7D-DBDB-45ED-A942-EC1C0F3486FD,https://ivmf.syracuse.edu,ivmf.syracuse.edu,"['https://www.facebook.com/facebook.com/@Institute for Veterans and Military Families – IVMF', 'https://twitter.com/twitter.com/@IVMFSyracuseU', 'https://www.instagram.com/instagram.com/@IVMFSyracuseU', 'https://www.linkedin.com/company/linkedin.com/in/@Institute for Veterans and Military Families – IVMF', 'https://ivmf.syracuse.edu']","{'facebook': 'https://www.facebook.com/facebook.com/@Institute for Veterans and Military Families – IVMF', 'twitter': 'https://twitter.com/twitter.com/@IVMFSyracuseU', 'instagram': 'https://www.instagram.com/instagram.com/@IVMFSyracuseU', 'linkedin': 'https://www.linkedin.com/company/linkedin.com/in/@Institute for Veterans and Military Families – IVMF'}","The IVMF at Syracuse University is higher education’s first interdisciplinary academic institute, singularly focused on advancing the post-service lives of the nation’s military veterans and their families to serve those who have served.",[],,,2025-08-25 15:39:02,0.8,"Aniello Institute For Veterans and Military Families at Syracuse
101 Waverly Avenue
Syracuse, NY 13244",101 Waverly Avenue,Syracuse,NY,13244,United States,US,43.0410876,-76.1362391,geocoded
D-Fend Solutions,7120,Hall DE,https://maps.goeshow.com/ausa/annual/2025/9E77C8BC-318B-EF11-8109-89D6F48D9B9D,https://www.d-fendsolutions.com,www.d-fendsolutions.com,"['https://www.facebook.com/https://www.facebook.com/DFendSolutions', 'https://twitter.com/https://twitter.com/DFendSolutions', 'https://www.linkedin.com/company/https://www.linkedin.com/company/d-fend-solutions/', 'https://www.d-fendsolutions.com']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/DFendSolutions', 'twitter': 'https://twitter.com/https://twitter.com/DFendSolutions', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/d-fend-solutions/'}","D-Fend Solutions is the leading counter-drone, cyber-takeover technology provider, enabling full control, safety & continuity during rogue drone incidents across complex environments, to overcome current & emerging drone threats.",[],,,2025-08-25 15:39:08,0.8,"Fend Solutions
8255 Greensboro Drive
Suite 110
McLean, VA 22102",,McLean,VA,22102,United States,US,38.9366852,-77.185843,geocoded
"Dabeeo, Inc",7519,Hall DE,https://maps.goeshow.com/ausa/annual/2025/552BDB34-184B-F011-8109-89D6F48D9B9D,https://www.dabeeo.com,www.dabeeo.com,['https://www.dabeeo.com'],{},"Dabeeo, a company specializing in geospatial artificial intelligence technology, leverages extensive GeoIntelligence to digitize Earth's geospatial data through AI-powered transformation technologies. By creating a digital twin of Earth and providing advanced geospatial intelligence through data analyses, Dabeeo enables informed and optimal decision-making.",[],,,2025-08-25 15:39:12,0.8," Suite 314
San Jose, CA 95134",,San Jose,CA,95134,United States,US,37.3361663,-121.890591,geocoded
Dalfin AI,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/E732C2D9-6E51-F011-8109-89D6F48D9B9D,https://www.dalfin.ai,www.dalfin.ai,"['https://www.linkedin.com/company/https://www.linkedin.com/company/dalfin-ai', 'https://www.dalfin.ai']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/dalfin-ai'},"Dalfin AI is a sovereign no-code platform that enables defence teams to build secure, mission critical software systems in minutes; powered by artificial intelligence. Users can create fully functional applications using natural language, voice, or screenshots. Dalfin operates in air-gapped, multilingual, and on-premise environments with no coding or dependency required.",[],,,2025-08-25 15:39:19,0.7,,,,,,United States,US,39.7837304,-100.445882,geocoded
