Institution Name,State,City,program,Contact Email,Website
Hawkeye Community College,IA,Waterloo,Diesel & Automotive Tech,aaron.sauerbrei@hawkeyecollege.edu,www.hawkeyecollege.edu/
Indian Hills Community College,IA,Ottumwa,Construction,Matt.Thompson@indianhills.edu,https://www.indianhills.edu/
Indian Hills Community College,IA,Ottumwa,Electronics,Matt.Thompson@indianhills.edu,https://www.indianhills.edu/
Indian Hills Community College,IA,Ottumwa,HVAC,Matt.Thompson@indianhills.edu,https://www.indianhills.edu/
Indian Hills Community College,IA,Ottumwa,Welding,Matt.Thompson@indianhills.edu,https://www.indianhills.edu/
Indian Hills Community College,IA,Ottumwa,Machine & Mechanical Systems,Matt.Thompson@indianhills.edu,https://www.indianhills.edu/
Indian Hills Community College,IA,Ottumwa,Diesel & Automotive Tech,Matt.Thompson@indianhills.edu,https://www.indianhills.edu/
Iowa Central Community College,IA,Fort Dodge,Diesel & Automotive Tech,ulrich@iowacentral.edu,www.iowacentral.edu/
Iowa Central Community College,IA,Fort Dodge,HVAC,ulrich@iowacentral.edu,www.iowacentral.edu/
Iowa Central Community College,IA,Fort Dodge,Woodworking & Carpentry,ulrich@iowacentral.edu,www.iowacentral.edu/
Iowa Central Community College,IA,Fort Dodge,Plumbing & Pipefitting,ulrich@iowacentral.edu,www.iowacentral.edu/
Iowa Central Community College,IA,Fort Dodge,Electronics,ulrich@iowacentral.edu,www.iowacentral.edu/
Iowa Central Community College,IA,Fort Dodge,Machine & Mechanical Systems,ulrich@iowacentral.edu,www.iowacentral.edu/
Iowa Central Community College,IA,Fort Dodge,Welding,ulrich@iowacentral.edu,www.iowacentral.edu/
Iowa Lakes Community College,IA,Estherville,Welding,scotts@ilec.coop,www.iowalakes.edu/
Iowa Lakes Community College,IA,Estherville,Construction,scotts@ilec.coop,www.iowalakes.edu/
Iowa Lakes Community College,IA,Estherville,Diesel & Automotive Tech,scotts@ilec.coop,www.iowalakes.edu/
Iowa Lakes Community College,IA,Estherville,Electronics,scotts@ilec.coop,www.iowalakes.edu/
Iowa Lakes Community College,IA,Estherville,HVAC,scotts@ilec.coop,www.iowalakes.edu/
Iowa Western Community College,IA,Council Bluffs,Diesel & Automotive Tech,kinney@iwcc.edu,www.iwcc.edu/
Iowa Western Community College,IA,Council Bluffs,HVAC,kinney@iwcc.edu,www.iwcc.edu/
Iowa Western Community College,IA,Council Bluffs,CAD/CAM Drafting,kinney@iwcc.edu,www.iwcc.edu/
Iowa Western Community College,IA,Council Bluffs,Plumbing & Pipefitting,kinney@iwcc.edu,www.iwcc.edu/
Iowa Western Community College,IA,Council Bluffs,Construction,kinney@iwcc.edu,www.iwcc.edu/
Kirkwood Community College,IA,Cedar Rapids,Welding,kristie.fisher@kirkwood.edu,www.kirkwood.edu/
Kirkwood Community College,IA,Cedar Rapids,CAD/CAM Drafting,kristie.fisher@kirkwood.edu,www.kirkwood.edu/
Kirkwood Community College,IA,Cedar Rapids,Diesel & Automotive Tech,kristie.fisher@kirkwood.edu,www.kirkwood.edu/
Kirkwood Community College,IA,Cedar Rapids,Construction,kristie.fisher@kirkwood.edu,www.kirkwood.edu/
Kirkwood Community College,IA,Cedar Rapids,Machine & Mechanical Systems,kristie.fisher@kirkwood.edu,www.kirkwood.edu/
Kirkwood Community College,IA,Cedar Rapids,Woodworking & Carpentry,kristie.fisher@kirkwood.edu,www.kirkwood.edu/
Kirkwood Community College,IA,Cedar Rapids,Plumbing & Pipefitting,kristie.fisher@kirkwood.edu,www.kirkwood.edu/
Kirkwood Community College,IA,Cedar Rapids,HVAC,kristie.fisher@kirkwood.edu,www.kirkwood.edu/
Marshalltown Community College,IA,Marshalltown,Diesel & Automotive Tech,anne.boyens@iavalley.edu,https://mcc.iavalley.edu/
Marshalltown Community College,IA,Marshalltown,Construction,anne.boyens@iavalley.edu,https://mcc.iavalley.edu/
Marshalltown Community College,IA,Marshalltown,Welding,anne.boyens@iavalley.edu,https://mcc.iavalley.edu/
Marshalltown Community College,IA,Marshalltown,Machine & Mechanical Systems,anne.boyens@iavalley.edu,https://mcc.iavalley.edu/
North Iowa Area Community College,IA,Mason City,Welding,jpedersen@niacc.edu,www.niacc.edu/
North Iowa Area Community College,IA,Mason City,Diesel & Automotive Tech,jpedersen@niacc.edu,www.niacc.edu/
North Iowa Area Community College,IA,Mason City,Construction,jpedersen@niacc.edu,www.niacc.edu/
North Iowa Area Community College,IA,Mason City,HVAC,jpedersen@niacc.edu,www.niacc.edu/
North Iowa Area Community College,IA,Mason City,Machine & Mechanical Systems,jpedersen@niacc.edu,www.niacc.edu/
Northeast Iowa Community College,IA,Calmar,Construction,gaffneya@nicc.edu,https://www.nicc.edu/
Northeast Iowa Community College,IA,Calmar,Welding,gaffneya@nicc.edu,https://www.nicc.edu/
Northeast Iowa Community College,IA,Calmar,Plumbing & Pipefitting,gaffneya@nicc.edu,https://www.nicc.edu/
Northeast Iowa Community College,IA,Calmar,HVAC,gaffneya@nicc.edu,https://www.nicc.edu/
Southeastern Community College,IA,West Burlington,Welding,—,www.scciowa.edu/
Southeastern Community College,IA,West Burlington,HVAC,—,www.scciowa.edu/
Southeastern Community College,IA,West Burlington,Woodworking & Carpentry,—,www.scciowa.edu/
Western Iowa Tech Community College,IA,Sioux City,Construction,terry.murrell@witcc.edu,https://www.witcc.edu/
Western Iowa Tech Community College,IA,Sioux City,HVAC,terry.murrell@witcc.edu,https://www.witcc.edu/
Western Iowa Tech Community College,IA,Sioux City,Diesel & Automotive Tech,terry.murrell@witcc.edu,https://www.witcc.edu/
Western Iowa Tech Community College,IA,Sioux City,CAD/CAM Drafting,terry.murrell@witcc.edu,https://www.witcc.edu/
Western Iowa Tech Community College,IA,Sioux City,Welding,terry.murrell@witcc.edu,https://www.witcc.edu/
Western Iowa Tech Community College,IA,Sioux City,Machine & Mechanical Systems,terry.murrell@witcc.edu,https://www.witcc.edu/
Western Iowa Tech Community College,IA,Sioux City,Plumbing & Pipefitting,terry.murrell@witcc.edu,https://www.witcc.edu/
Allen County Community College,KS,Iola,Machine & Mechanical Systems,leffler@allencc.edu,https://www.allencc.edu/
Allen County Community College,KS,Iola,Diesel & Automotive Tech,leffler@allencc.edu,https://www.allencc.edu/
Barton County Community College,KS,Great Bend,Construction,GarsteckiM@bartonccc.edu,https://www.bartonccc.edu/
Barton County Community College,KS,Great Bend,Plumbing & Pipefitting,GarsteckiM@bartonccc.edu,https://www.bartonccc.edu/
Barton County Community College,KS,Great Bend,Welding,GarsteckiM@bartonccc.edu,https://www.bartonccc.edu/
Butler Community College,KS,El Dorado,Plumbing & Pipefitting,tdaniel2@butlercc.edu,www.butlercc.edu/
Butler Community College,KS,El Dorado,Construction,tdaniel2@butlercc.edu,www.butlercc.edu/
Cloud County Community College,KS,Concordia,Welding,—,https://www.cloud.edu/
Coffeyville Community College,KS,Coffeyville,Diesel & Automotive Tech,—,www.coffeyville.edu/
Coffeyville Community College,KS,Coffeyville,Construction,—,www.coffeyville.edu/
Coffeyville Community College,KS,Coffeyville,HVAC,—,www.coffeyville.edu/
Coffeyville Community College,KS,Coffeyville,Machine & Mechanical Systems,—,www.coffeyville.edu/
Coffeyville Community College,KS,Coffeyville,Welding,—,www.coffeyville.edu/
Cowley County Community College,KS,Arkansas City,Diesel & Automotive Tech,michelle.schoon@cowley.edu,www.cowley.edu/
Cowley County Community College,KS,Arkansas City,Construction,michelle.schoon@cowley.edu,www.cowley.edu/
Cowley County Community College,KS,Arkansas City,Machine & Mechanical Systems,michelle.schoon@cowley.edu,www.cowley.edu/
Cowley County Community College,KS,Arkansas City,Welding,michelle.schoon@cowley.edu,www.cowley.edu/
Cowley County Community College,KS,Arkansas City,Woodworking & Carpentry,michelle.schoon@cowley.edu,www.cowley.edu/
Dodge City Community College,KS,Dodge City,Diesel & Automotive Tech,hnolte@dc3.edu,https://dc3.edu/
Dodge City Community College,KS,Dodge City,Construction,hnolte@dc3.edu,https://dc3.edu/
Dodge City Community College,KS,Dodge City,HVAC,hnolte@dc3.edu,https://dc3.edu/
Dodge City Community College,KS,Dodge City,Welding,hnolte@dc3.edu,https://dc3.edu/
Flint Hills Technical College,KS,Emporia,Diesel & Automotive Tech,—,www.fhtc.edu/
Flint Hills Technical College,KS,Emporia,Welding,—,www.fhtc.edu/
Fort Hays State University,KS,Hays,Construction,—,www.fhsu.edu/
Fort Scott Community College,KS,Fort Scott,Construction,jackw@fortscott.edu,www.fortscott.edu/
Fort Scott Community College,KS,Fort Scott,HVAC,jackw@fortscott.edu,www.fortscott.edu/
Fort Scott Community College,KS,Fort Scott,Welding,jackw@fortscott.edu,www.fortscott.edu/
Garden City Community College,KS,Garden City,Diesel & Automotive Tech,ryan.ruda@gcccks.edu,www.gcccks.edu/
Garden City Community College,KS,Garden City,Construction,ryan.ruda@gcccks.edu,www.gcccks.edu/
Garden City Community College,KS,Garden City,Welding,ryan.ruda@gcccks.edu,www.gcccks.edu/
Highland Community College,KS,Highland,Diesel & Automotive Tech,vbowhay@highlandcc.edu,www.highlandcc.edu/
Highland Community College,KS,Highland,Construction,vbowhay@highlandcc.edu,www.highlandcc.edu/
Highland Community College,KS,Highland,HVAC,vbowhay@highlandcc.edu,www.highlandcc.edu/
Highland Community College,KS,Highland,Welding,vbowhay@highlandcc.edu,www.highlandcc.edu/
Hutchinson Community College,KS,Hutchinson,Diesel & Automotive Tech,—,www.hutchcc.edu/
Hutchinson Community College,KS,Hutchinson,CAD/CAM Drafting,—,www.hutchcc.edu/
Hutchinson Community College,KS,Hutchinson,Construction,—,www.hutchcc.edu/
Hutchinson Community College,KS,Hutchinson,HVAC,—,www.hutchcc.edu/
Hutchinson Community College,KS,Hutchinson,Machine & Mechanical Systems,—,www.hutchcc.edu/
Hutchinson Community College,KS,Hutchinson,Welding,—,www.hutchcc.edu/
Independence Community College,KS,Independence,Welding,jsadhoo@indycc.edu,www.indycc.edu/
Johnson County Community College,KS,Overland Park,Construction,president@jccc.edu,www.jccc.edu/
Johnson County Community College,KS,Overland Park,Diesel & Automotive Tech,president@jccc.edu,www.jccc.edu/
Johnson County Community College,KS,Overland Park,HVAC,president@jccc.edu,www.jccc.edu/
Johnson County Community College,KS,Overland Park,Plumbing & Pipefitting,president@jccc.edu,www.jccc.edu/
Johnson County Community College,KS,Overland Park,Welding,president@jccc.edu,www.jccc.edu/
Kansas City Kansas Community College,KS,Kansas City,Diesel & Automotive Tech,sbalog@kckcc.edu,www.kckcc.edu/
Kansas City Kansas Community College,KS,Kansas City,Welding,sbalog@kckcc.edu,www.kckcc.edu/
Kansas City Kansas Community College,KS,Kansas City,HVAC,sbalog@kckcc.edu,www.kckcc.edu/
Kansas City Kansas Community College,KS,Kansas City,Construction,sbalog@kckcc.edu,www.kckcc.edu/
Washburn Institute of Technology,KS,Topeka,Welding,presidentoffice@washburn.edu,www.washburntech.edu/
Washburn Institute of Technology,KS,Topeka,Construction,presidentoffice@washburn.edu,www.washburntech.edu/
Washburn Institute of Technology,KS,Topeka,Machine & Mechanical Systems,presidentoffice@washburn.edu,www.washburntech.edu/
Washburn Institute of Technology,KS,Topeka,Plumbing & Pipefitting,presidentoffice@washburn.edu,www.washburntech.edu/
Washburn Institute of Technology,KS,Topeka,HVAC,presidentoffice@washburn.edu,www.washburntech.edu/
Washburn Institute of Technology,KS,Topeka,CAD/CAM Drafting,presidentoffice@washburn.edu,www.washburntech.edu/
Washburn Institute of Technology,KS,Topeka,Diesel & Automotive Tech,presidentoffice@washburn.edu,www.washburntech.edu/
Labette Community College,KS,Parsons,Welding,markw@labette.edu,www.labette.edu/
Manhattan Area Technical College,KS,Manhattan,Diesel & Automotive Tech,president@manhattantech.edu,https://manhattantech.edu/
Manhattan Area Technical College,KS,Manhattan,Construction,president@manhattantech.edu,https://manhattantech.edu/
Neosho County Community College,KS,Chanute,Diesel & Automotive Tech,binbody@neosho.edu,www.neosho.edu/
Neosho County Community College,KS,Chanute,Welding,binbody@neosho.edu,www.neosho.edu/
Neosho County Community College,KS,Chanute,Construction,binbody@neosho.edu,www.neosho.edu/
Neosho County Community College,KS,Chanute,HVAC,binbody@neosho.edu,www.neosho.edu/
Neosho County Community College,KS,Chanute,Plumbing & Pipefitting,binbody@neosho.edu,www.neosho.edu/
Fort Hayes Tech North Central,KS,Beloit,Welding,eburks@fhtechnc.edu,www.ncktc.edu/
Fort Hayes Tech North Central,KS,Beloit,Construction,eburks@fhtechnc.edu,www.ncktc.edu/
Fort Hayes Tech North Central,KS,Beloit,Plumbing & Pipefitting,eburks@fhtechnc.edu,www.ncktc.edu/
Fort Hayes Tech North Central,KS,Beloit,HVAC,eburks@fhtechnc.edu,www.ncktc.edu/
Fort Hayes Tech Northwest,KS,Goodland,Diesel & Automotive Tech,corey.isbell@fhnw.edu,www.nwktc.edu/
Fort Hayes Tech Northwest,KS,Goodland,Welding,corey.isbell@fhnw.edu,www.nwktc.edu/
Fort Hayes Tech Northwest,KS,Goodland,Construction,corey.isbell@fhnw.edu,www.nwktc.edu/
Fort Hayes Tech Northwest,KS,Goodland,Plumbing & Pipefitting,corey.isbell@fhnw.edu,www.nwktc.edu/
Pratt Community College,KS,Pratt,Diesel & Automotive Tech,donnamp@prattcc.edu,www.prattcc.edu/
Pratt Community College,KS,Pratt,Welding,donnamp@prattcc.edu,www.prattcc.edu/
University of Saint Mary,KS,Leavenworth,HVAC,Rebecca.Shipp@stmary.edu,www.stmary.edu/
University of Saint Mary,KS,Leavenworth,Construction,Rebecca.Shipp@stmary.edu,www.stmary.edu/
Salina Area Technical College,KS,Salina,Welding,greg.nichols@salinatech.edu,www.salinatech.edu/
Salina Area Technical College,KS,Salina,Construction,greg.nichols@salinatech.edu,www.salinatech.edu/
Salina Area Technical College,KS,Salina,Machine & Mechanical Systems,greg.nichols@salinatech.edu,www.salinatech.edu/
Salina Area Technical College,KS,Salina,HVAC,greg.nichols@salinatech.edu,www.salinatech.edu/
Salina Area Technical College,KS,Salina,Diesel & Automotive Tech,greg.nichols@salinatech.edu,www.salinatech.edu/
Seward County Community College,KS,Liberal,Diesel & Automotive Tech,brad.bennett@sccc.edu,sccc.edu/
Seward County Community College,KS,Liberal,CAD/CAM Drafting,brad.bennett@sccc.edu,sccc.edu/
Seward County Community College,KS,Liberal,HVAC,brad.bennett@sccc.edu,sccc.edu/
Seward County Community College,KS,Liberal,Welding,brad.bennett@sccc.edu,sccc.edu/
Washburn University,KS,Topeka,Diesel & Automotive Tech,presidentoffice@washburn.edu,www.washburn.edu/
Washburn University,KS,Topeka,Construction,presidentoffice@washburn.edu,www.washburn.edu/
Washburn University,KS,Topeka,CAD/CAM Drafting,presidentoffice@washburn.edu,www.washburn.edu/
Washburn University,KS,Topeka,HVAC,presidentoffice@washburn.edu,www.washburn.edu/
Washburn University,KS,Topeka,Machine & Mechanical Systems,presidentoffice@washburn.edu,www.washburn.edu/
Washburn University,KS,Topeka,Plumbing & Pipefitting,presidentoffice@washburn.edu,www.washburn.edu/
Washburn University,KS,Topeka,Welding,presidentoffice@washburn.edu,www.washburn.edu/
Wichita State University-Campus of Applied Sciences and Technology,KS,Wichita,Diesel & Automotive Tech,—,www.wsutech.edu/
Wichita State University-Campus of Applied Sciences and Technology,KS,Wichita,Construction,—,www.wsutech.edu/
Wichita Technical Institute,KS,Wichita,HVAC,—,www.wti.edu/
Wichita Technical Institute,KS,Wichita,Electronics,—,www.wti.edu/
Ashland Community and Technical College,KY,Ashland,HVAC,steve.flouhouse@kctcs.edu,https://ashland.kctcs.edu/
Ashland Community and Technical College,KY,Ashland,Diesel & Automotive Tech,steve.flouhouse@kctcs.edu,https://ashland.kctcs.edu/
Ashland Community and Technical College,KY,Ashland,CAD/CAM Drafting,steve.flouhouse@kctcs.edu,https://ashland.kctcs.edu/
Ashland Community and Technical College,KY,Ashland,Machine & Mechanical Systems,steve.flouhouse@kctcs.edu,https://ashland.kctcs.edu/
Ashland Community and Technical College,KY,Ashland,Welding,steve.flouhouse@kctcs.edu,https://ashland.kctcs.edu/
Southcentral Kentucky Community and Technical College,KY,Bowling Green,HVAC,emmi.thurmond@kctcs.edu,https://southcentral.kctcs.edu/
Southcentral Kentucky Community and Technical College,KY,Bowling Green,Diesel & Automotive Tech,emmi.thurmond@kctcs.edu,https://southcentral.kctcs.edu/
Southcentral Kentucky Community and Technical College,KY,Bowling Green,Machine & Mechanical Systems,emmi.thurmond@kctcs.edu,https://southcentral.kctcs.edu/
Southcentral Kentucky Community and Technical College,KY,Bowling Green,Electronics,emmi.thurmond@kctcs.edu,https://southcentral.kctcs.edu/
Southcentral Kentucky Community and Technical College,KY,Bowling Green,Welding,emmi.thurmond@kctcs.edu,https://southcentral.kctcs.edu/
Bluegrass Community and Technical College,KY,Lexington,HVAC,greg.feeney@kctcs.edu,https://bluegrass.kctcs.edu/
Bluegrass Community and Technical College,KY,Lexington,Diesel & Automotive Tech,greg.feeney@kctcs.edu,https://bluegrass.kctcs.edu/
Bluegrass Community and Technical College,KY,Lexington,CAD/CAM Drafting,greg.feeney@kctcs.edu,https://bluegrass.kctcs.edu/
Bluegrass Community and Technical College,KY,Lexington,Machine & Mechanical Systems,greg.feeney@kctcs.edu,https://bluegrass.kctcs.edu/
Bluegrass Community and Technical College,KY,Lexington,Construction,greg.feeney@kctcs.edu,https://bluegrass.kctcs.edu/
Bluegrass Community and Technical College,KY,Lexington,Electronics,greg.feeney@kctcs.edu,https://bluegrass.kctcs.edu/
Bluegrass Community and Technical College,KY,Lexington,Welding,greg.feeney@kctcs.edu,https://bluegrass.kctcs.edu/
Elizabethtown Community and Technical College,KY,Elizabethtown,HVAC,christine.taylor@kctcs.edu,https://elizabethtown.kctcs.edu/
Elizabethtown Community and Technical College,KY,Elizabethtown,Diesel & Automotive Tech,christine.taylor@kctcs.edu,https://elizabethtown.kctcs.edu/
Elizabethtown Community and Technical College,KY,Elizabethtown,CAD/CAM Drafting,christine.taylor@kctcs.edu,https://elizabethtown.kctcs.edu/
Elizabethtown Community and Technical College,KY,Elizabethtown,Machine & Mechanical Systems,christine.taylor@kctcs.edu,https://elizabethtown.kctcs.edu/
Elizabethtown Community and Technical College,KY,Elizabethtown,Electronics,christine.taylor@kctcs.edu,https://elizabethtown.kctcs.edu/
Elizabethtown Community and Technical College,KY,Elizabethtown,Welding,christine.taylor@kctcs.edu,https://elizabethtown.kctcs.edu/
Hazard Community and Technical College,KY,Hazard,Diesel & Automotive Tech,jennifer.lindon@kctcs.edu,https://hazard.kctcs.edu/
Hazard Community and Technical College,KY,Hazard,HVAC,jennifer.lindon@kctcs.edu,https://hazard.kctcs.edu/
Hazard Community and Technical College,KY,Hazard,CAD/CAM Drafting,jennifer.lindon@kctcs.edu,https://hazard.kctcs.edu/
Hazard Community and Technical College,KY,Hazard,Machine & Mechanical Systems,jennifer.lindon@kctcs.edu,https://hazard.kctcs.edu/
