Institution Name,State,City,program,Contact Email,Website,Contact Name
Southwestern Illinois College,IL,Belleville,Construction,—,https://www.swic.edu/,General Phone
Southwestern Illinois College,IL,Belleville,HVAC,—,https://www.swic.edu/,General Phone
Southwestern Illinois College,IL,Belleville,Plumbing & Pipefitting,—,https://www.swic.edu/,General Phone
Southwestern Illinois College,IL,Belleville,Woodworking & Carpentry,—,https://www.swic.edu/,General Phone
Southwestern Illinois College,IL,Belleville,Machine & Mechanical Systems,—,https://www.swic.edu/,General Phone
Southwestern Illinois College,IL,Belleville,Welding,—,https://www.swic.edu/,General Phone
Southwestern Illinois College,IL,Belleville,Electronics,—,https://www.swic.edu/,General Phone
Black Hawk College,IL,Moline,HVAC,thomasj@bhc.edu,www.bhc.edu/,Dr. Jeremy Thomas
Black Hawk College,IL,Moline,CAD/CAM Drafting,thomasj@bhc.edu,www.bhc.edu/,Dr. Jeremy Thomas
Black Hawk College,IL,Moline,Welding,thomasj@bhc.edu,www.bhc.edu/,Dr. Jeremy Thomas
Carl Sandburg College,IL,Galesburg,Welding,president@sandburg.edu,www.sandburg.edu/,Seamus Reilly
Carl Sandburg College,IL,Galesburg,Diesel & Automotive Tech,president@sandburg.edu,www.sandburg.edu/,Seamus Reilly
City Colleges of Chicago-Kennedy-King College,IL,Chicago,Woodworking & Carpentry,kwebb8@ccc.edu​,www.ccc.edu/colleges/kennedy/pages/default.aspx,"Katonja Webb Walker,"
City Colleges of Chicago-Kennedy-King College,IL,Chicago,HVAC,kwebb8@ccc.edu​,www.ccc.edu/colleges/kennedy/pages/default.aspx,"Katonja Webb Walker,"
City Colleges of Chicago-Kennedy-King College,IL,Chicago,Plumbing & Pipefitting,kwebb8@ccc.edu​,www.ccc.edu/colleges/kennedy/pages/default.aspx,"Katonja Webb Walker,"
City Colleges of Chicago-Kennedy-King College,IL,Chicago,Diesel & Automotive Tech,kwebb8@ccc.edu​,www.ccc.edu/colleges/kennedy/pages/default.aspx,"Katonja Webb Walker,"
City Colleges of Chicago-Kennedy-King College,IL,Chicago,Welding,kwebb8@ccc.edu​,www.ccc.edu/colleges/kennedy/pages/default.aspx,"Katonja Webb Walker,"
City Colleges of Chicago-Olive-Harvey College,IL,Chicago,Diesel & Automotive Tech,khollingsworth@ccc.edu,www.ccc.edu/colleges/olive-harvey/Pages/default.aspx,Kimberly Hollingsworth
City Colleges of Chicago-Harry S Truman College,IL,Chicago,CAD/CAM Drafting,​sljackson@ccc.edu​,www.ccc.edu/colleges/truman/Pages/default.aspx,Shawn L. Jackson
City Colleges of Chicago-Harry S Truman College,IL,Chicago,Diesel & Automotive Tech,​sljackson@ccc.edu​,www.ccc.edu/colleges/truman/Pages/default.aspx,Shawn L. Jackson
City Colleges of Chicago-Richard J Daley College,IL,Chicago,Welding,​pkorellis@ccc.edu​  ,ccc.edu/colleges/daley/pages/default.aspx,Peggy A. Korellis
City Colleges of Chicago-Richard J Daley College,IL,Chicago,Machine & Mechanical Systems,​pkorellis@ccc.edu​  ,ccc.edu/colleges/daley/pages/default.aspx,Peggy A. Korellis
City Colleges of Chicago-Richard J Daley College,IL,Chicago,CAD/CAM Drafting,​pkorellis@ccc.edu​  ,ccc.edu/colleges/daley/pages/default.aspx,Peggy A. Korellis
Danville Area Community College,IL,Danville,Construction,rfetcher@dacc.edu,www.dacc.edu/,Randall Fletcher
Danville Area Community College,IL,Danville,Plumbing & Pipefitting,rfetcher@dacc.edu,www.dacc.edu/,Randall Fletcher
Danville Area Community College,IL,Danville,Woodworking & Carpentry,rfetcher@dacc.edu,www.dacc.edu/,Randall Fletcher
College of DuPage,IL,Glen Ellyn,Diesel & Automotive Tech,officeofthepresident@cod.edu,www.cod.edu/,Muddassir Siddiqi
College of DuPage,IL,Glen Ellyn,Machine & Mechanical Systems,officeofthepresident@cod.edu,www.cod.edu/,Muddassir Siddiqi
College of DuPage,IL,Glen Ellyn,Welding,officeofthepresident@cod.edu,www.cod.edu/,Muddassir Siddiqi
College of DuPage,IL,Glen Ellyn,Electronics,officeofthepresident@cod.edu,www.cod.edu/,Muddassir Siddiqi
College of DuPage,IL,Glen Ellyn,CAD/CAM Drafting,officeofthepresident@cod.edu,www.cod.edu/,Muddassir Siddiqi
College of DuPage,IL,Glen Ellyn,HVAC,officeofthepresident@cod.edu,www.cod.edu/,Muddassir Siddiqi
Elgin Community College,IL,Elgin,Diesel & Automotive Tech,pheinrich@elgin.edu,www.elgin.edu/,Peggy Heinrich
Elgin Community College,IL,Elgin,Welding,pheinrich@elgin.edu,www.elgin.edu/,Peggy Heinrich
Elgin Community College,IL,Elgin,HVAC,pheinrich@elgin.edu,www.elgin.edu/,Peggy Heinrich
Elgin Community College,IL,Elgin,Machine & Mechanical Systems,pheinrich@elgin.edu,www.elgin.edu/,Peggy Heinrich
Highland Community College,IL,Freeport,Diesel & Automotive Tech,vbowhay@highlandcc.edu,www.highland.edu/,Vincent Bowhay
Highland Community College,IL,Freeport,HVAC,vbowhay@highlandcc.edu,www.highland.edu/,Vincent Bowhay
Highland Community College,IL,Freeport,Welding,vbowhay@highlandcc.edu,www.highland.edu/,Vincent Bowhay
Illinois Central College,IL,East Peoria,HVAC,sheila.quirk-bailey@icc.edu,icc.edu/,Sheila Quirk-Bailey
Illinois Central College,IL,East Peoria,Welding,sheila.quirk-bailey@icc.edu,icc.edu/,Sheila Quirk-Bailey
Illinois Central College,IL,East Peoria,Diesel & Automotive Tech,sheila.quirk-bailey@icc.edu,icc.edu/,Sheila Quirk-Bailey
Illinois Central College,IL,East Peoria,CAD/CAM Drafting,sheila.quirk-bailey@icc.edu,icc.edu/,Sheila Quirk-Bailey
Illinois Central College,IL,East Peoria,Construction,sheila.quirk-bailey@icc.edu,icc.edu/,Sheila Quirk-Bailey
Illinois Central College,IL,East Peoria,Machine & Mechanical Systems,sheila.quirk-bailey@icc.edu,icc.edu/,Sheila Quirk-Bailey
Illinois Valley Community College,IL,Oglesby,HVAC,Tracy_Morris@ivcc.edu,https://www.ivcc.edu/,Tracy Morris
Illinois Valley Community College,IL,Oglesby,Diesel & Automotive Tech,Tracy_Morris@ivcc.edu,https://www.ivcc.edu/,Tracy Morris
Illinois Valley Community College,IL,Oglesby,Machine & Mechanical Systems,Tracy_Morris@ivcc.edu,https://www.ivcc.edu/,Tracy Morris
Illinois Valley Community College,IL,Oglesby,CAD/CAM Drafting,Tracy_Morris@ivcc.edu,https://www.ivcc.edu/,Tracy Morris
Illinois Valley Community College,IL,Oglesby,Electronics,Tracy_Morris@ivcc.edu,https://www.ivcc.edu/,Tracy Morris
Illinois Valley Community College,IL,Oglesby,Welding,Tracy_Morris@ivcc.edu,https://www.ivcc.edu/,Tracy Morris
John A Logan College,IL,Carterville,Welding,kirk.overstreet@jalc.edu,https://www.jalc.edu/,Kirk Overstreet
John A Logan College,IL,Carterville,HVAC,kirk.overstreet@jalc.edu,https://www.jalc.edu/,Kirk Overstreet
John A Logan College,IL,Carterville,Electronics,kirk.overstreet@jalc.edu,https://www.jalc.edu/,Kirk Overstreet
John Wood Community College,IL,Quincy,CAD/CAM Drafting,jwelker@jwcc.edu,www.jwcc.edu/,Josh Welker
John Wood Community College,IL,Quincy,Diesel & Automotive Tech,jwelker@jwcc.edu,www.jwcc.edu/,Josh Welker
John Wood Community College,IL,Quincy,Machine & Mechanical Systems,jwelker@jwcc.edu,www.jwcc.edu/,Josh Welker
John Wood Community College,IL,Quincy,Electronics,jwelker@jwcc.edu,www.jwcc.edu/,Josh Welker
John Wood Community College,IL,Quincy,HVAC,jwelker@jwcc.edu,www.jwcc.edu/,Josh Welker
John Wood Community College,IL,Quincy,Welding,jwelker@jwcc.edu,www.jwcc.edu/,Josh Welker
Joliet Junior College,IL,Joliet,Welding,president@jjc.edu,www.jjc.edu/,Clyne Namuo
Joliet Junior College,IL,Joliet,Diesel & Automotive Tech,president@jjc.edu,www.jjc.edu/,Clyne Namuo
Joliet Junior College,IL,Joliet,Machine & Mechanical Systems,president@jjc.edu,www.jjc.edu/,Clyne Namuo
Joliet Junior College,IL,Joliet,HVAC,president@jjc.edu,www.jjc.edu/,Clyne Namuo
Joliet Junior College,IL,Joliet,Electronics,president@jjc.edu,www.jjc.edu/,Clyne Namuo
Kankakee Community College,IL,Kankakee,Plumbing & Pipefitting,mboyd@kcc.edu,https://www.kcc.edu/,Michael Glen Boyd
Kaskaskia College,IL,Centralia,Welding,crichardson@kaskaskia.edu,https://www.kaskaskia.edu/,Cydney Richardson
Kaskaskia College,IL,Centralia,Diesel & Automotive Tech,crichardson@kaskaskia.edu,https://www.kaskaskia.edu/,Cydney Richardson
Kaskaskia College,IL,Centralia,Woodworking & Carpentry,crichardson@kaskaskia.edu,https://www.kaskaskia.edu/,Cydney Richardson
Kaskaskia College,IL,Centralia,HVAC,crichardson@kaskaskia.edu,https://www.kaskaskia.edu/,Cydney Richardson
Kaskaskia College,IL,Centralia,CAD/CAM Drafting,crichardson@kaskaskia.edu,https://www.kaskaskia.edu/,Cydney Richardson
Kaskaskia College,IL,Centralia,Construction,crichardson@kaskaskia.edu,https://www.kaskaskia.edu/,Cydney Richardson
Kishwaukee College,IL,Malta,Diesel & Automotive Tech,lborowicz@kish.edu,www.kish.edu/,Laurie Borowicz
Kishwaukee College,IL,Malta,Machine & Mechanical Systems,lborowicz@kish.edu,www.kish.edu/,Laurie Borowicz
Kishwaukee College,IL,Malta,Welding,lborowicz@kish.edu,www.kish.edu/,Laurie Borowicz
College of Lake County,IL,Grayslake,Welding,president@clcillinois.edu,www.clcillinois.edu/,Lori Suddick
College of Lake County,IL,Grayslake,CAD/CAM Drafting,president@clcillinois.edu,www.clcillinois.edu/,Lori Suddick
College of Lake County,IL,Grayslake,Diesel & Automotive Tech,president@clcillinois.edu,www.clcillinois.edu/,Lori Suddick
College of Lake County,IL,Grayslake,Machine & Mechanical Systems,president@clcillinois.edu,www.clcillinois.edu/,Lori Suddick
College of Lake County,IL,Grayslake,HVAC,president@clcillinois.edu,www.clcillinois.edu/,Lori Suddick
Lake Land College,IL,Mattoon,Welding,officeofthepresident@lakelandcollege.edu,www.lakelandcollege.edu/,Dr. Jonathan Bullock
Lake Land College,IL,Mattoon,Electronics,officeofthepresident@lakelandcollege.edu,www.lakelandcollege.edu/,Dr. Jonathan Bullock
Lake Land College,IL,Mattoon,Machine & Mechanical Systems,officeofthepresident@lakelandcollege.edu,www.lakelandcollege.edu/,Dr. Jonathan Bullock
Lincoln Land Community College,IL,Springfield,Diesel & Automotive Tech,Charlotte.Warren@llcc.edu,www.llcc.edu/,Charlotte J. Warren
Lincoln Land Community College,IL,Springfield,Construction,Charlotte.Warren@llcc.edu,www.llcc.edu/,Charlotte J. Warren
Lincoln Land Community College,IL,Springfield,HVAC,Charlotte.Warren@llcc.edu,www.llcc.edu/,Charlotte J. Warren
Lincoln Land Community College,IL,Springfield,Welding,Charlotte.Warren@llcc.edu,www.llcc.edu/,Charlotte J. Warren
Lincoln College of Technology-Melrose Park,IL,Melrose Park,Welding,—,www.lincolntech.edu/campus/melrose-park-il,General Contact
Lincoln College of Technology-Melrose Park,IL,Melrose Park,HVAC,—,www.lincolntech.edu/campus/melrose-park-il,General Contact
Lincoln College of Technology-Melrose Park,IL,Melrose Park,Diesel & Automotive Tech,—,www.lincolntech.edu/campus/melrose-park-il,General Contact
Lincoln College of Technology-Melrose Park,IL,Melrose Park,Electronics,—,www.lincolntech.edu/campus/melrose-park-il,General Contact
McHenry County College,IL,Crystal Lake,Diesel & Automotive Tech,cgabbard@mchenry.edu,www.mchenry.edu/,"Clint Gabbard, Ph.D."
McHenry County College,IL,Crystal Lake,Machine & Mechanical Systems,cgabbard@mchenry.edu,www.mchenry.edu/,"Clint Gabbard, Ph.D."
McHenry County College,IL,Crystal Lake,Construction,cgabbard@mchenry.edu,www.mchenry.edu/,"Clint Gabbard, Ph.D."
McHenry County College,IL,Crystal Lake,HVAC,cgabbard@mchenry.edu,www.mchenry.edu/,"Clint Gabbard, Ph.D."
McHenry County College,IL,Crystal Lake,Welding,cgabbard@mchenry.edu,www.mchenry.edu/,"Clint Gabbard, Ph.D."
Moraine Valley Community College,IL,Palos Hills,CAD/CAM Drafting,president@morainevalley.edu,www.morainevalley.edu/,Pamela Haney
Moraine Valley Community College,IL,Palos Hills,Diesel & Automotive Tech,president@morainevalley.edu,www.morainevalley.edu/,Pamela Haney
Moraine Valley Community College,IL,Palos Hills,HVAC,president@morainevalley.edu,www.morainevalley.edu/,Pamela Haney
Moraine Valley Community College,IL,Palos Hills,Electronics,president@morainevalley.edu,www.morainevalley.edu/,Pamela Haney
Moraine Valley Community College,IL,Palos Hills,Welding,president@morainevalley.edu,www.morainevalley.edu/,Pamela Haney
Moraine Valley Community College,IL,Palos Hills,Machine & Mechanical Systems,president@morainevalley.edu,www.morainevalley.edu/,Pamela Haney
Morrison Institute of Technology,IL,Morrison,Diesel & Automotive Tech,cdscott@morrisontech.edu,www.morrisontech.edu/,Christopher Scott
Morrison Institute of Technology,IL,Morrison,CAD/CAM Drafting,cdscott@morrisontech.edu,www.morrisontech.edu/,Christopher Scott
Morton College,IL,Cicero,Diesel & Automotive Tech,Keith.McLaughlin@morton.edu,www.morton.edu/,Keith McLaughlin 
Morton College,IL,Cicero,CAD/CAM Drafting,Keith.McLaughlin@morton.edu,www.morton.edu/,Keith McLaughlin 
Morton College,IL,Cicero,HVAC,Keith.McLaughlin@morton.edu,www.morton.edu/,Keith McLaughlin 
Morton College,IL,Cicero,Welding,Keith.McLaughlin@morton.edu,www.morton.edu/,Keith McLaughlin 
Oakton College,IL,Des Plaines,Diesel & Automotive Tech,joismith@oakton.edu,www.oakton.edu/,Joianne Smith
Oakton College,IL,Des Plaines,CAD/CAM Drafting,joismith@oakton.edu,www.oakton.edu/,Joianne Smith
Oakton College,IL,Des Plaines,Electronics,joismith@oakton.edu,www.oakton.edu/,Joianne Smith
Oakton College,IL,Des Plaines,Welding,joismith@oakton.edu,www.oakton.edu/,Joianne Smith
Parkland College,IL,Champaign,Diesel & Automotive Tech,plau@parkland.edu,https://www.parkland.edu/,Pamela Lau
Parkland College,IL,Champaign,Electronics,plau@parkland.edu,https://www.parkland.edu/,Pamela Lau
Parkland College,IL,Champaign,HVAC,plau@parkland.edu,https://www.parkland.edu/,Pamela Lau
Parkland College,IL,Champaign,Machine & Mechanical Systems,plau@parkland.edu,https://www.parkland.edu/,Pamela Lau
Parkland College,IL,Champaign,Construction,plau@parkland.edu,https://www.parkland.edu/,Pamela Lau
Prairie State College,IL,Chicago Heights,Diesel & Automotive Tech,manthony@prairiestate.edu,prairiestate.edu/,Michael Anthony
Prairie State College,IL,Chicago Heights,CAD/CAM Drafting,manthony@prairiestate.edu,prairiestate.edu/,Michael Anthony
Prairie State College,IL,Chicago Heights,HVAC,manthony@prairiestate.edu,prairiestate.edu/,Michael Anthony
Prairie State College,IL,Chicago Heights,Welding,manthony@prairiestate.edu,prairiestate.edu/,Michael Anthony
Rend Lake College,IL,Ina,Diesel & Automotive Tech,ragland@rlc.edu,www.rlc.edu/,Lori Ragland
Rend Lake College,IL,Ina,HVAC,ragland@rlc.edu,www.rlc.edu/,Lori Ragland
Rend Lake College,IL,Ina,Welding,ragland@rlc.edu,www.rlc.edu/,Lori Ragland
Richland Community College,IL,Decatur,Diesel & Automotive Tech,cvaldez@richland.edu,https://www.richland.edu/,Cristobal Valdez
Richland Community College,IL,Decatur,HVAC,cvaldez@richland.edu,https://www.richland.edu/,Cristobal Valdez
Richland Community College,IL,Decatur,Welding,cvaldez@richland.edu,https://www.richland.edu/,Cristobal Valdez
Rock Valley College,IL,Rockford,Welding,H.Spearman@RockValleyCollege.edu,www.rockvalleycollege.edu/,Howard Spearman
Rock Valley College,IL,Rockford,Construction,H.Spearman@RockValleyCollege.edu,www.rockvalleycollege.edu/,Howard Spearman
Rock Valley College,IL,Rockford,Machine & Mechanical Systems,H.Spearman@RockValleyCollege.edu,www.rockvalleycollege.edu/,Howard Spearman
Rock Valley College,IL,Rockford,Electronics,H.Spearman@RockValleyCollege.edu,www.rockvalleycollege.edu/,Howard Spearman
Rock Valley College,IL,Rockford,Diesel & Automotive Tech,H.Spearman@RockValleyCollege.edu,www.rockvalleycollege.edu/,Howard Spearman
Sauk Valley Community College,IL,Dixon,HVAC,david.m.hellmich@svcc.edu,www.svcc.edu/, Dave Hellmich
Sauk Valley Community College,IL,Dixon,Machine & Mechanical Systems,david.m.hellmich@svcc.edu,www.svcc.edu/, Dave Hellmich
Sauk Valley Community College,IL,Dixon,Welding,david.m.hellmich@svcc.edu,www.svcc.edu/, Dave Hellmich
Shawnee Community College,IL,Ullin,Diesel & Automotive Tech,timt@shawneecc.edu,https://shawneecc.edu/,Tim Taylor
Shawnee Community College,IL,Ullin,HVAC,timt@shawneecc.edu,https://shawneecc.edu/,Tim Taylor
Shawnee Community College,IL,Ullin,Welding,timt@shawneecc.edu,https://shawneecc.edu/,Tim Taylor
Shawnee Community College,IL,Ullin,Construction,timt@shawneecc.edu,https://shawneecc.edu/,Tim Taylor
Southeastern Illinois College,IL,Harrisburg,Diesel & Automotive Tech,karen.weiss@sic.edu,www.sic.edu/,Karen Weiss
Southeastern Illinois College,IL,Harrisburg,Welding,karen.weiss@sic.edu,www.sic.edu/,Karen Weiss
Spoon River College,IL,Canton,Diesel & Automotive Tech,—,www.src.edu/,General Contact
Spoon River College,IL,Canton,Welding,—,www.src.edu/,General Contact
Taylor Business Institute,IL,Chicago,Electronics,—,www.tbiil.edu/,General Contact
Triton College,IL,River Grove,HVAC,maryritamoore@triton.edu,www.triton.edu/,Mary-Rita Moore
Triton College,IL,River Grove,Diesel & Automotive Tech,maryritamoore@triton.edu,www.triton.edu/,Mary-Rita Moore
Ivy Tech Community College,IN,Indianapolis,Construction,martypollio@ivytech.edu,www.ivytech.edu/,Dr. Marty Pollio
Ivy Tech Community College,IN,Indianapolis,Machine & Mechanical Systems,martypollio@ivytech.edu,www.ivytech.edu/,Dr. Marty Pollio
Ivy Tech Community College,IN,Indianapolis,HVAC,martypollio@ivytech.edu,www.ivytech.edu/,Dr. Marty Pollio
Ivy Tech Community College,IN,Indianapolis,Electronics,martypollio@ivytech.edu,www.ivytech.edu/,Dr. Marty Pollio
Ivy Tech Community College,IN,Indianapolis,Diesel & Automotive Tech,martypollio@ivytech.edu,www.ivytech.edu/,Dr. Marty Pollio
Lincoln College of Technology-Indianapolis,IN,Indianapolis,HVAC,—,www.lincolntech.edu/campus/indianapolis-in,General Phone
Lincoln College of Technology-Indianapolis,IN,Indianapolis,Welding,—,www.lincolntech.edu/campus/indianapolis-in,General Phone
Lincoln College of Technology-Indianapolis,IN,Indianapolis,Diesel & Automotive Tech,—,www.lincolntech.edu/campus/indianapolis-in,General Phone
Lincoln College of Technology-Indianapolis,IN,Indianapolis,Electronics,—,www.lincolntech.edu/campus/indianapolis-in,General Phone
Vincennes University,IN,Vincennes,Diesel & Automotive Tech,president@vinu.edu,https://www.vinu.edu/,Dr. Chuck Johnson
Vincennes University,IN,Vincennes,Construction,president@vinu.edu,https://www.vinu.edu/,Dr. Chuck Johnson
Vincennes University,IN,Vincennes,Machine & Mechanical Systems,president@vinu.edu,https://www.vinu.edu/,Dr. Chuck Johnson
Vincennes University,IN,Vincennes,CAD/CAM Drafting,president@vinu.edu,https://www.vinu.edu/,Dr. Chuck Johnson
Vincennes University,IN,Vincennes,Electronics,president@vinu.edu,https://www.vinu.edu/,Dr. Chuck Johnson
Des Moines Area Community College,IA,Ankeny,Machine & Mechanical Systems,rjdenson@dmacc.edu,https://www.dmacc.edu/,Rob J. Denson
Des Moines Area Community College,IA,Ankeny,Diesel & Automotive Tech,rjdenson@dmacc.edu,https://www.dmacc.edu/,Rob J. Denson
Des Moines Area Community College,IA,Ankeny,Construction,rjdenson@dmacc.edu,https://www.dmacc.edu/,Rob J. Denson
